Order_ID,Product_Line,Product_Name,Size,Units_Sold,MRP,Discount_Applied,Revenue,Order_Date,Region,Profit,Sales_Channel_Retail,Gender_Category_Men,Gender_Category_Women,Profit_Margin
2650,Lifestyle,Blazer Mid,,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.9431512369843014,True,True,False,5.575956857394741
2651,Basketball,Air Jordan,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.07309566358182022,False,False,False,0.43214518585385003
2652,Basketball,Air Jordan,,0.5,0.5134769118315209,1.08,0.16904607862030174,2025-10-04,delhi,0.18438289285624976,False,False,True,1.0900808009280047
2653,Running,Pegasus Turbo,M,0.25,0.5222070218872309,1.04,0.16904607862030174,2024-10-12,hyderabad,0.7213962408603971,False,True,False,4.264930329716858
2654,Soccer,Tiempo Legend,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.7949054828961265,False,False,False,4.699520611887943
2655,Training,SuperRep Go,10,0.25,0.3739002877494339,0.0,0.16904607862030174,,mumbai,0.6963834006921188,True,False,False,4.117053178958743
2656,Soccer,Premier III,M,0.25,0.4055026603367633,0.0,0.16904607862030174,,bangalore,0.5945526908568385,True,False,True,3.515024975491672
2657,Running,Air Zoom,M,1.0,0.5134769118315209,0.0,0.16904607862030174,2025-07-04,delhi,0.32581710598957786,False,False,False,1.926246878717008
2658,Lifestyle,Dunk Low,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.26062175268777904,False,False,True,1.5408087187928337
2659,Basketball,LeBron 20,M,0.25,0.9936592490978886,1.01,0.16904607862030174,2025-12-05,hyd,0.01592373228585773,False,False,False,0.09414189448401723
2660,Training,Flex Trainer,,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-01-11,pune,0.7153118285361438,True,True,False,4.228958982500991
2661,Soccer,Tiempo Legend,XL,0.25,0.0,0.0,0.16904607862030174,,delhi,0.8408165385214668,False,False,False,4.970949048182947
2662,Training,SuperRep Go,M,0.0,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.6355219648631439,False,False,False,3.7572373539309796
2663,Training,Metcon 7,L,0.5,0.5134769118315209,0.43,0.16904607862030174,,delhi,0.8414167081848138,True,False,False,4.974497280978189
2664,Running,Pegasus Turbo,L,0.5,0.8882120359117301,0.0,0.16904607862030174,2024-11-12,mumbai,0.5628745049081183,False,False,False,3.3277419701325512
2665,Lifestyle,Waffle One,L,0.25,0.517432058466079,0.0,0.16904607862030174,,delhi,0.3282062429186713,False,True,False,1.940371574651914
2666,Soccer,Phantom GT,M,0.25,0.21204091824486615,0.0,0.16904607862030174,,kolkata,0.04531858044485651,False,False,True,0.26792569366380303
2667,Lifestyle,Air Force 1,XL,0.75,0.9213276275753826,0.0,0.16904607862030174,,delhi,0.11067936512821892,False,False,True,0.6543418921148707
2668,Training,ZoomX Invincible,M,0.25,0.5134769118315209,0.45,0.16904607862030174,,bangalore,0.8343974161926546,True,False,True,4.932998878831272
2669,Training,Flex Trainer,XL,0.25,0.5134769118315209,0.51,0.16904607862030174,,pune,0.5648808413147564,True,False,True,3.3396035304063894
2671,Running,Air Zoom,XL,0.25,0.9084145744650226,0.0,0.16904607862030174,,pune,0.3251880820154929,True,False,False,1.9225280578066102
2672,Lifestyle,Air Force 1,XL,0.5,0.5134769118315209,0.0,0.16904607862030174,2024-04-08,mumbai,0.24370350849182362,False,False,True,1.4407872206064443
2673,Running,Pegasus Turbo,11,0.25,0.6113730491802458,0.63,0.16904607862030174,,pune,0.08780751481668855,True,False,False,0.519122379501321
2674,Lifestyle,Waffle One,7,0.25,0.34767991849394025,0.0,0.16904607862030174,,pune,0.8764862374555884,False,False,True,5.181830076138628
2675,Soccer,Premier III,12,0.75,0.5134769118315209,0.0,0.16904607862030174,2025-04-04,hyderabad,0.756181074265225,False,False,True,4.47057998880776
2676,Running,Air Zoom,10,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.9871405955145013,False,True,False,5.836024125220364
2677,Lifestyle,Air Force 1,M,0.5,0.45208702824550445,0.0,0.16904607862030174,,bengaluru,0.5665601621996987,True,True,False,3.3495317587084603
2678,Running,Pegasus Turbo,,0.0,0.27956503400049315,1.21,0.16904607862030174,2024-06-11,pune,0.9007219348546609,True,False,False,5.325112720328545
2679,Training,Flex Trainer,M,0.25,0.09405363729553079,0.04,0.16904607862030174,2024-05-07,bangalore,0.7015252388656024,False,True,False,4.147451981079518
2680,Training,Metcon 7,,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.43171819725960997,True,False,False,2.5523393789620674
2681,Running,Pegasus Turbo,8,0.25,0.4993322560982479,0.0,0.16904607862030174,,delhi,0.9226454401532741,False,False,True,5.454725570223972
2682,Basketball,LeBron 20,XL,1.0,0.5134769118315209,0.41,0.16904607862030174,,pune,0.9260464015789079,True,True,False,5.474832222730344
2683,Lifestyle,Dunk Low,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-12-06,mumbai,0.4460934148692034,False,False,False,2.6373263779327196
2684,Lifestyle,Blazer Mid,L,0.0,0.5134769118315209,0.73,0.16904607862030174,2025-11-04,mumbai,0.5301364039449613,True,True,False,3.134192694676705
2685,Lifestyle,Dunk Low,M,1.0,0.5134769118315209,0.0,0.16904607862030174,,hyderabad,0.4957247529590096,True,False,False,2.9307493085418197
2686,Lifestyle,Blazer Mid,L,0.25,0.9485793388646977,1.03,0.16904607862030174,2025-03-07,hyderabad,0.37714123030933744,True,False,True,2.229677645415252
2687,Lifestyle,Waffle One,8,0.25,0.04697487605746978,0.0,0.16904607862030174,,delhi,0.5111541147208922,True,False,True,3.0219684599861663
2689,Basketball,LeBron 20,,0.25,0.407222398145587,0.0,0.16904607862030174,,mumbai,0.5005511173350928,True,False,True,2.959283013936891
2690,Training,Metcon 7,6,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.4472475872987171,False,False,False,2.6441499025389543
2692,Training,Metcon 7,XL,0.25,0.5134769118315209,0.47,0.16904607862030174,2024-02-06,bangalore,0.7170469344218462,False,False,True,4.239217014492364
2693,Training,ZoomX Invincible,10,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-11-05,bangalore,0.2811256258980904,False,False,False,1.6620286334225922
2694,Training,Metcon 7,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderbad,0.1827189609370341,False,False,True,1.0802435529540162
2695,Basketball,Air Jordan,L,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-12-10,hyderbad,0.8528564805820108,False,True,False,5.042129782366985
2696,Lifestyle,Blazer Mid,L,0.25,0.5134769118315209,1.0,0.16904607862030174,,mumbai,0.2434822921095002,False,False,True,1.4394793783902495
2697,Basketball,Air Jordan,M,0.25,0.5134769118315209,0.09,0.16904607862030174,,delhi,0.3618676818254391,False,True,False,2.139379669792747
2698,Basketball,LeBron 20,XL,0.25,0.5134769118315209,0.02,0.16904607862030174,,mumbai,0.553968140993704,True,True,False,3.2750871052544404
2699,Lifestyle,Dunk Low,XL,0.0,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.4331936143486717,False,True,False,2.5610621179170376
2700,Training,Metcon 7,XL,0.0,0.5134769118315209,0.48,0.16904607862030174,2025-11-07,bengaluru,0.5045945680798225,True,False,False,2.9831880951407324
2701,Training,SuperRep Go,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.6167762809871252,False,True,False,3.646411941784719
2702,Basketball,Kyrie Flytrap,XL,0.0,0.5134769118315209,0.0,0.16904607862030174,,pune,0.3629179787362966,False,True,False,2.1455890771844204
2703,Running,Pegasus Turbo,L,0.25,0.4014836806394321,0.0,0.16904607862030174,,kolkata,0.10814403302472045,False,False,False,0.6393528830631754
2704,Basketball,LeBron 20,L,0.25,0.3864779043730655,0.0,0.16904607862030174,,hyd,0.5702919863884598,False,False,True,3.371594488268619
2705,Running,Pegasus Turbo,,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-07-01,pune,0.223417004422404,True,True,False,1.32085240311086
2706,Training,ZoomX Invincible,XL,0.0,0.5134769118315209,0.0,0.16904607862030174,2025-08-05,kolkata,0.83724052761069,True,False,True,4.949807494444629
2707,Running,Free RN,XL,0.25,0.12385741946708151,0.49,0.16904607862030174,,hyderabad,0.7911332626723323,False,True,False,4.677219058966565
2708,Basketball,Kyrie Flytrap,L,0.25,0.31504620387278953,0.0,0.16904607862030174,,hyderbad,0.18494074286384804,False,False,False,1.0933788378210179
2709,Running,Free RN,10,0.25,0.53774348871469,0.48,0.2423186277775517,2025-08-03,delhi,0.7762290493658784,True,False,False,3.2020189887311883
2710,Lifestyle,Blazer Mid,M,0.5,0.33332373751343936,0.0,0.16904607862030174,,bangalore,0.04081923159046883,True,False,True,0.24132532024049838
2711,Soccer,Mercurial Superfly,7,0.5,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.3761640309856825,False,True,False,2.2239003945819733
2712,Running,Pegasus Turbo,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.8124277439968608,True,False,True,4.803113087951595
2713,Lifestyle,Air Force 1,L,0.25,0.7347974051234168,0.55,0.24829346309288378,2025-10-05,kolkata,0.9354202053272752,True,True,False,3.7658809281043197
2715,Basketball,LeBron 20,L,0.0,0.5134769118315209,1.07,0.16904607862030174,,kolkata,0.006723054401917474,False,False,False,0.03974703083131684
2716,Training,SuperRep Go,M,0.0,0.3535012434930954,0.0,0.16904607862030174,,pune,0.48937872821739997,False,False,False,2.89323129574854
2717,Running,Free RN,M,0.0,0.9345235487678343,0.0,0.16904607862030174,,delhi,0.8184390587339114,False,True,False,4.838652278609067
2718,Basketball,LeBron 20,7,0.25,0.8108801578053442,0.0,0.16904607862030174,,bengaluru,0.35335758377849125,True,True,False,2.089067548362777
2719,Training,Metcon 7,,0.25,0.35209941936945455,0.0,0.16904607862030174,,kolkata,0.6281468030385512,True,False,True,3.71363503169714
2720,Training,ZoomX Invincible,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.7209922805100674,True,False,False,4.262542096104677
2721,Training,Flex Trainer,L,0.0,0.5134769118315209,0.0,0.16904607862030174,2023-11-11,bangalore,0.4760095642421993,False,False,False,2.814192135726322
2722,Lifestyle,Dunk Low,L,0.0,0.5134769118315209,0.09,0.16904607862030174,,kolkata,0.38818088959763625,False,False,True,2.294944658273886
2723,Lifestyle,Dunk Low,XL,0.25,0.1748412621924279,0.0,0.16904607862030174,2025-10-03,kolkata,0.2732945659638398,False,False,True,1.6157310189692902
2724,Training,Flex Trainer,L,0.25,0.7510510551855603,0.0,0.16904607862030174,,delhi,0.45965301729527386,False,False,True,2.717491419514966
2726,Training,Flex Trainer,,0.25,0.5134769118315209,0.48,0.16904607862030174,,pune,0.4985236211005804,True,False,True,2.947296355711939
2727,Lifestyle,Waffle One,M,0.25,0.5191367767307209,0.94,0.16904607862030174,,kolkata,0.6162742159802869,False,True,False,3.6434437085810076
2729,Training,Flex Trainer,,0.25,0.5478278610041317,0.0,0.16904607862030174,,delhi,0.6306359682448692,True,False,False,3.728351099764587
2730,Lifestyle,Dunk Low,,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderbad,0.6425374096138716,False,False,True,3.7987130109958764
2731,Lifestyle,Dunk Low,M,0.75,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.9927017830040415,False,False,False,5.868902141281404
2732,Training,SuperRep Go,M,0.0,0.1747486416699731,0.0,0.16904607862030174,2025-01-03,hyderabad,0.4318182255368344,False,False,True,2.5529307510946073
2733,Running,Free RN,L,0.25,0.5928652158621407,0.0,0.16904607862030174,,pune,0.5978517003845317,False,False,True,3.5345288833244917
2734,Soccer,Tiempo Legend,,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-10-07,bangalore,0.46713205463852275,False,False,True,2.7617078589633666
2735,Running,Free RN,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-05-08,kolkata,0.4093368702306229,False,False,False,2.420019864306167
2736,Soccer,Tiempo Legend,,0.25,0.5134769118315209,0.49,0.16904607862030174,,delhi,0.8159633588726043,True,True,False,4.824015818328693
2737,Basketball,Kyrie Flytrap,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-10-09,mumbai,0.2584749919688835,True,False,False,1.5281169630252374
2738,Training,ZoomX Invincible,M,0.75,0.5134769118315209,0.39,0.16904607862030174,2025-11-05,pune,0.0936399328271646,True,False,True,0.5536039238448267
2739,Running,Free RN,L,0.5,0.5134769118315209,0.26,0.16904607862030174,2025-04-02,kolkata,0.6828872777496716,False,False,False,4.03726343122984
2740,Lifestyle,Air Force 1,XL,0.25,0.3649198519573595,0.0,0.16904607862030174,,bengaluru,0.965619126945502,True,False,True,5.708788136396109
2741,Training,SuperRep Go,L,0.25,0.40493567254389773,0.0,0.16904607862030174,,hyderabad,0.1738626111612321,False,False,True,1.027884374142176
2742,Lifestyle,Blazer Mid,XL,0.25,0.632901062507588,0.0,0.16904607862030174,,mumbai,0.951384333648166,False,False,False,5.624631332919215
2744,Running,Pegasus Turbo,,0.25,0.7440481927107649,0.0,0.16904607862030174,,delhi,0.20104721911771212,True,True,False,1.1886011237010223
2745,Soccer,Phantom GT,XL,0.25,0.5134769118315209,0.94,0.16904607862030174,,hyderbad,0.3272021129049943,True,True,False,1.9344351082444893
2746,Basketball,Air Jordan,L,0.25,0.9749010900434192,0.0,0.16904607862030174,,mumbai,0.43161816898238536,False,False,True,2.5517480068295266
2747,Soccer,Tiempo Legend,XL,1.0,0.05974524349810187,0.0,0.16904607862030174,,delhi,0.11348592775265315,False,True,False,0.6709344294490314
2748,Basketball,Kyrie Flytrap,XL,0.25,0.5134769118315209,0.05,0.16904607862030174,,pune,0.4251740395842671,True,True,False,2.513649994444717
2750,Lifestyle,Dunk Low,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderabad,0.7931876895968668,False,False,True,4.689364932765663
2751,Basketball,Air Jordan,XL,0.25,0.34672617743839174,0.0,0.16904607862030174,2025-09-03,delhi,0.7804725566650572,True,True,False,4.614192436686978
2752,Lifestyle,Waffle One,,0.0,0.5134769118315209,0.0,0.16904607862030174,,pune,0.2963491602433765,True,False,False,1.7520309229788271
2753,Running,Pegasus Turbo,L,0.25,0.5134769118315209,0.0,0.16904607862030174,2024-02-12,kolkata,0.1606396423604365,True,True,False,0.9497095272367477
2754,Training,ZoomX Invincible,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-03-01,kolkata,0.9164975483453977,False,False,False,5.418378929154762
2755,Running,React Infinity,M,0.75,0.8219908656138801,0.0,0.16904607862030174,,bengaluru,0.26185671718735876,False,True,False,1.548109890121505
2756,Lifestyle,Waffle One,,0.25,0.8140868304881729,1.11,0.16904607862030174,,bengaluru,0.5176905779133717,True,False,True,3.0606123543394754
2757,Soccer,Phantom GT,,0.0,0.1369920108541239,0.0,0.16904607862030174,,hyderbad,0.1784100505335162,False,True,False,1.0547690610907403
2758,Lifestyle,Waffle One,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.9974646678965017,False,False,True,5.897060552823133
2759,Soccer,Premier III,,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.5813258748146111,True,False,False,3.4368273835042222
2760,Training,SuperRep Go,7,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.5185138875797581,False,True,False,3.065479801891923
2761,Soccer,Premier III,M,1.0,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.728542491819803,True,False,False,4.307179319570461
2762,Running,Pegasus Turbo,L,0.5,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.1623093451417997,True,False,True,0.9595808928337671
2763,Soccer,Phantom GT,10,1.0,0.16545905359348853,0.0,0.16904607862030174,,pune,0.08386601596989916,False,False,True,0.49582004297102966
2764,Lifestyle,Blazer Mid,,0.25,0.7222285499005581,0.0,0.16904607862030174,,kolkata,0.12832089071333627,True,False,False,0.7586394657211674
2765,Soccer,Premier III,M,0.25,0.5462370409495356,0.0,0.16904607862030174,,mumbai,0.540348906325442,False,False,True,3.1945695149008713
2766,Lifestyle,Dunk Low,,0.25,0.0754031183076979,0.0,0.16904607862030174,,mumbai,0.1796757929645496,True,False,True,1.0622521930755777
2767,Basketball,Zoom Freak,L,0.25,0.6108899205090625,0.0,0.16904607862030174,,delhi,0.5313194306852129,False,False,False,3.1411868073980957
2768,Basketball,LeBron 20,,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-03-01,pune,0.9089646496221047,False,True,False,5.3738440585580705
2770,Soccer,Tiempo Legend,9,0.25,0.5134769118315209,0.7,0.16904607862030174,,kolkata,0.02004412785922175,False,True,False,0.11850187732827498
2771,Running,Pegasus Turbo,M,0.25,0.4025600813057992,0.0,0.16904607862030174,,delhi,0.5778537394224905,False,True,False,3.416299946980466
2772,Basketball,Zoom Freak,12,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-04-01,pune,0.6793478156324961,False,False,False,4.0163379557707195
2773,Training,ZoomX Invincible,M,0.25,0.3803687047770912,1.21,0.14535822408382207,2025-02-04,hyderbad,0.4598107541939741,False,False,True,3.1611189885626723
2774,Running,Free RN,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,bengaluru,0.3434220827810939,False,False,True,2.0303283740441067
2775,Lifestyle,Air Force 1,,0.25,0.5134769118315209,0.73,0.16904607862030174,,pune,0.6787784239006026,False,True,False,4.012971683631644
2776,Training,Flex Trainer,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.45070433372511076,True,True,False,2.6645863587346272
2777,Basketball,Air Jordan,XL,0.25,0.88310163600385,0.0,0.16904607862030174,,kolkata,0.22883969122040268,True,False,False,1.3529115962191525
2778,Soccer,Phantom GT,11,0.0,0.3073536939943101,0.0,0.16904607862030174,,hyd,0.42436034802145994,False,False,False,2.5088394095973214
2779,Basketball,Kyrie Flytrap,,0.25,0.5134769118315209,0.09,0.16904607862030174,2024-06-12,bengaluru,0.19466272196178536,False,False,False,1.1508556600875346
2780,Training,Metcon 7,6,0.25,0.2881399420996572,0.32,0.23454772021334674,,hyderabad,0.3844683016160338,False,True,False,1.6384915279230796
2781,Training,Metcon 7,12,0.25,0.5682344150325612,0.68,0.21587965734679396,2023-03-09,bangalore,0.5200758676010334,True,True,False,2.4079854278403574
2782,Training,ZoomX Invincible,8,0.25,0.786741247047721,0.0,0.16904607862030174,,pune,0.07363043014082828,False,False,True,0.4353067522547389
2783,Running,React Infinity,,0.25,0.5134769118315209,0.36,0.16904607862030174,2024-08-09,pune,0.256662941254547,True,False,True,1.517404029393449
2784,Basketball,Kyrie Flytrap,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.8043331480245378,False,False,True,4.755257435379869
2785,Lifestyle,Blazer Mid,L,0.5,0.5134769118315209,0.0,0.16904607862030174,,hyderabad,0.07013713492083337,True,False,True,0.4146542177798686
2786,Lifestyle,Blazer Mid,9,0.25,0.5134769118315209,0.59,0.16904607862030174,,hyd,0.9755969475986481,False,False,True,5.767777506617007
2787,Training,Metcon 7,12,0.75,0.1795148436903521,0.0,0.16904607862030174,,pune,0.23511454199552567,False,False,False,1.3900088249950484
2788,Soccer,Mercurial Superfly,M,0.25,0.6849174988954377,0.0,0.16904607862030174,2024-04-01,hyd,0.2271642175768919,True,False,True,1.3430061129991018
2789,Lifestyle,Dunk Low,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.5686357489521076,True,False,False,3.3618027304586717
2790,Running,React Infinity,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.7221541474224445,True,False,False,4.269411110874953
2791,Training,Metcon 7,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.46046670885808105,True,False,False,2.722302004362362
2792,Lifestyle,Waffle One,L,0.25,0.2918209820528963,0.0,0.16904607862030174,2025-08-05,kolkata,0.1675993021104043,False,False,False,0.9908553806123426
2793,Running,Pegasus Turbo,XL,0.0,0.5134769118315209,0.0,0.16904607862030174,2024-12-10,bengaluru,0.4081076765931908,True,True,False,2.4127528106005274
2794,Soccer,Mercurial Superfly,,0.25,0.5134769118315209,1.22,0.16904607862030174,,mumbai,0.9681775424975908,False,False,True,5.723913615939929
2795,Running,React Infinity,L,0.0,0.5134769118315209,0.0,0.16904607862030174,,delhi,0.11232983170242357,True,False,True,0.6640995323017864
2796,Lifestyle,Dunk Low,12,0.25,0.1054947750760677,0.0,0.16904607862030174,2023-08-11,mumbai,0.7303795496034455,True,True,False,4.318040096235384
2797,Lifestyle,Dunk Low,,0.25,0.019482852061244678,0.0,0.16904607862030174,,delhi,0.8382735119351048,True,False,True,4.955914548967209
2798,Lifestyle,Dunk Low,M,0.25,0.8186089649155964,0.0,0.16904607862030174,,mumbai,0.31358864909887985,True,False,False,1.8539516355139516
2799,Training,SuperRep Go,,0.75,0.044162466409415214,0.54,0.24183842324798002,2025-08-07,mumbai,0.8396546716090896,False,False,False,3.47053047770121
2800,Running,React Infinity,6,0.0,0.8424024261570369,0.9,0.16904607862030174,,delhi,0.5648365980382916,False,False,True,3.3393419619631497
2801,Running,React Infinity,8,0.5,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.8012726674656104,True,False,True,4.737163722632337
2802,Running,Free RN,L,0.75,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.18612761684553134,False,True,False,1.1003956956244294
2803,Soccer,Mercurial Superfly,XL,0.0,0.5134769118315209,0.0,0.16904607862030174,2023-02-11,hyderbad,0.24669089146354833,False,False,True,1.4584487767955816
2804,Running,Pegasus Turbo,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,hyderbad,0.6675502497821499,False,False,False,3.946590161753991
2805,Running,Pegasus Turbo,L,0.25,0.5134769118315209,0.82,0.16904607862030174,,pune,0.6226914146883831,False,False,True,3.6813825053916718
2806,Basketball,Kyrie Flytrap,7,0.75,0.3079194301584937,0.0,0.16904607862030174,2024-10-02,bangalore,0.6937345749663847,False,False,False,4.1013931899874345
2807,Training,ZoomX Invincible,L,0.5,0.5134769118315209,0.0,0.16904607862030174,2024-01-10,hyderbad,0.39908974267725683,False,False,False,2.359438338343814
2808,Running,Pegasus Turbo,L,0.0,0.7264277641280716,0.0,0.16904607862030174,,bengaluru,0.2180366372801542,False,False,True,1.2890434059047964
2809,Running,Free RN,,0.0,0.156922945983461,0.08,0.16904607862030174,,mumbai,0.12397350789550121,True,False,True,0.7329375230376834
2810,Running,Air Zoom,7,0.5,0.11725382654178751,0.53,0.23090102734259552,,hyderbad,0.3087392012742064,True,True,False,1.3365273948168124
2811,Basketball,Zoom Freak,8,0.75,0.8944626695487504,0.0,0.16904607862030174,,bangalore,0.2157744593183073,True,True,False,1.2756692976765764
2812,Basketball,LeBron 20,,0.5,0.9388166351464844,0.01,0.5898874470333062,2024-08-08,kolkata,0.7250761272898301,False,True,False,1.2289687364295698
2813,Running,Free RN,M,1.0,0.6814079320716082,0.0,0.16904607862030174,,bengaluru,0.6343350908814607,False,True,False,3.7502204961275685
2814,Running,React Infinity,M,0.0,0.5134769118315209,0.0,0.16904607862030174,2024-07-10,delhi,0.55811546725709,False,False,False,3.299606303672844
2815,Training,Flex Trainer,L,0.0,0.5134769118315209,1.16,0.16904607862030174,,kolkata,0.8620321513966449,False,False,False,5.0963768029865495
2816,Basketball,LeBron 20,M,0.75,0.4977376811576064,0.0,0.16904607862030174,,hyderabad,0.4069323443358026,True,True,False,2.405804188043178
2818,Soccer,Premier III,,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-08-05,pune,0.07721605915518426,True,False,False,0.45650516869810787
2819,Soccer,Premier III,9,0.25,0.7057658778485505,0.0,0.16904607862030174,,bengaluru,0.3448936526287239,True,False,False,2.039028367917056
2820,Lifestyle,Blazer Mid,M,1.0,0.8326484838395963,0.0,0.16904607862030174,2024-05-08,mumbai,0.6305070856569069,False,False,True,3.727589139516891
2821,Lifestyle,Air Force 1,,0.0,0.1694354779156377,0.0,0.16904607862030174,2025-08-04,delhi,0.8061067263245572,False,False,False,4.7657429181914495
2822,Lifestyle,Blazer Mid,11,0.25,0.7894910752616844,0.0,0.16904607862030174,2025-10-07,bangalore,0.010260592898377026,True,False,True,0.06066113374942587
2823,Soccer,Mercurial Superfly,L,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.014121299675100434,True,True,False,0.08348582355728067
2824,Basketball,Air Jordan,L,1.0,0.39009761452089536,0.0,0.16904607862030174,2024-02-11,mumbai,0.5424014096292605,False,True,False,3.206704016158959
2825,Training,SuperRep Go,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.6775357649181595,True,False,False,4.005625022138931
2826,Lifestyle,Blazer Mid,M,0.5,0.5134769118315209,0.01,0.16904607862030174,,bengaluru,0.2812583557274845,True,False,False,1.662813338752309
2827,Basketball,Air Jordan,L,0.0,0.28432622950614483,1.17,0.16904607862030174,,hyderabad,0.3961966171206091,True,True,False,2.342334036664186
2828,Training,ZoomX Invincible,XL,0.25,0.011060642661262957,0.0,0.16904607862030174,2024-05-09,hyderbad,0.07077385337778179,False,False,True,0.41841852885430814
2829,Basketball,LeBron 20,XL,0.25,0.5134769118315209,0.0,0.16904607862030174,,kolkata,0.7192879525558187,False,True,False,4.252466024769469
2830,Basketball,Air Jordan,,0.25,0.8218006180542431,0.88,0.14604857398480783,,delhi,0.46559508168655367,False,True,False,3.1857654781835394
2831,Training,SuperRep Go,7,1.0,0.5134769118315209,0.0,0.16904607862030174,2024-10-11,mumbai,0.833733767045684,False,False,True,4.929075352182686
2832,Basketball,Kyrie Flytrap,,0.0,0.5134769118315209,0.15,0.16904607862030174,,hyd,0.3753599575264546,True,False,False,2.21914667243963
2833,Training,Flex Trainer,XL,1.0,0.027319299238133622,0.0,0.16904607862030174,,pune,0.227618192065834,False,False,True,1.3456900326775543
2834,Training,Flex Trainer,M,0.25,0.9434088607800901,0.0,0.16904607862030174,2024-05-09,kolkata,0.3414234408573193,True,False,False,2.0185123039343105
2835,Lifestyle,Air Force 1,,0.25,0.9054294400588766,0.63,0.16904607862030174,2024-07-10,pune,0.5911440349483412,True,False,True,3.4948728328212586
2836,Basketball,Kyrie Flytrap,L,0.0,0.8876888551227284,0.75,0.16904607862030174,,delhi,0.7558271280535074,True,True,False,4.468487441261847
2837,Running,Pegasus Turbo,L,0.25,0.8615022798416441,0.0,0.16904607862030174,,mumbai,0.6522016800903332,False,False,True,3.8558486570320807
2838,Basketball,Air Jordan,XL,1.0,0.825962283421302,0.0,0.16904607862030174,2025-08-01,pune,0.04007479037343248,True,False,True,0.23692414686947705
2839,Lifestyle,Waffle One,6,0.25,0.5134769118315209,0.0,0.16904607862030174,2025-03-03,hyd,0.8063510261554709,False,True,False,4.767187230899769
2841,Basketball,LeBron 20,M,0.25,0.2703905957627362,0.0,0.16904607862030174,,delhi,0.781999911513447,False,True,False,4.623222234249228
2842,Soccer,Phantom GT,M,0.25,0.5134769118315209,0.0,0.16904607862030174,,bangalore,0.001027213462267202,False,False,True,0.006072936899548737
2843,Training,SuperRep Go,12,0.25,0.5134769118315209,0.0,0.16904607862030174,,mumbai,0.9182153416446572,False,True,False,5.428534608277041
2844,Lifestyle,Waffle One,,0.5,0.5618435989831768,0.23,0.3926747347585362,,mumbai,0.04760384185529369,True,True,False,0.12119883903571044
2845,Training,ZoomX Invincible,,0.25,0.5134769118315209,0.0,0.16904607862030174,,pune,0.23858667738764613,True,True,False,1.4105362615188042
2846,Training,ZoomX Invincible,L,0.25,0.11594587456928325,0.0,0.16904607862030174,,pune,0.1262010606844627,False,False,False,0.7461069255277163
2847,Training,Metcon 7,XL,0.0,0.5134769118315209,0.16,0.16904607862030174,,bangalore,0.9980071289383731,False,True,False,5.900267609388063
